entity_id,year,absolute_ghg_scope_1,absolute_ghg_scope_2,intensity_ghg_scope_1,intensity_ghg_scope_2,exchange,is_eu,country
4057017,2005,5076536.842,10625.22717,7844.166156,16.41789471,NASDAQGS,#N/A,United States
4057017,2016,2513894.353,973414,3128.446355,1211.376873,NASDAQGS,#N/A,United States
4057017,2017,2682477.848,948384,3158.197073,1116.57346,NASDAQGS,#N/A,United States
4057017,2018,3352750.001,770045,3658.422147,840.2504455,NASDAQGS,#N/A,United States
4057017,2019,2780920,1052486,3024.373,1144.625,NASDAQGS,#N/A,United States
4057017,2020,2234009,1084213,2509.821,1218.07,NASDAQGS,#N/A,United States
4057019,2016,6601279.864,984.6121488,3432.767139,0.512013473,NYSE,#N/A,United States
4057019,2017,6673705.351,1135.206735,3321.887572,0.565057782,NYSE,#N/A,United States
4057019,2018,7075366.524,8475,3553.674799,4.256654947,NYSE,#N/A,United States
4057019,2019,12954658.54,8495.64981,6102.053011,4.001719176,NYSE,#N/A,United States
4057019,2020,6863709,7784.574,3199.864,3.629,NYSE,#N/A,United States
4057038,2004,19231833.49,4377.439522,6500.1499,1.4795268,NASDAQGS,#N/A,United States
4057038,2005,21674889.56,3649.051643,6609.055454,1.112660094,NASDAQGS,#N/A,United States
4057038,2006,20899996.9,3449.699453,6221.386052,1.026885897,NASDAQGS,#N/A,United States
4057038,2007,21917580.88,3926.235862,6375.856596,1.142147802,NASDAQGS,#N/A,United States
4057038,2008,20269535.97,4217.973503,5505.482786,1.145659207,NASDAQGS,#N/A,United States
4057038,2009,17703367.17,3737.156929,5157.12164,1.088661422,NASDAQGS,#N/A,United States
4057038,2010,18821457,3385.521354,5509.632812,0.991048649,NASDAQGS,#N/A,United States
4057038,2011,18781753.97,3305.09944,5124.206408,0.901726844,NASDAQGS,#N/A,United States
4057038,2012,25126600,2737.730443,8119.76061,0.884708469,NASDAQGS,#N/A,United States
4057038,2013,26551182.98,3042.285137,8102.802738,0.928434577,NASDAQGS,#N/A,United States
4057038,2014,24374893.52,3528.286693,7275.414371,1.053122455,NASDAQGS,#N/A,United States
4057038,2015,24160149.12,2810.703101,7425.64386,0.863872161,NASDAQGS,#N/A,United States
4057038,2016,22067182.88,2798.256669,6646.74183,0.842848394,NASDAQGS,#N/A,United States
4057038,2017,31546080.55,3243.99,9327.062,0.959,NASDAQGS,#N/A,United States
4057038,2018,17537886.44,5197.945,4961.886,1.471,NASDAQGS,#N/A,United States
4057038,2019,14348195,4913.379,3933.502,1.347,NASDAQGS,#N/A,United States
4057038,2020,12624301,4187,3695.638,1.226,NASDAQGS,#N/A,United States
4057045,2015,1208023.62,5687.36492,276.6255141,1.302350566,NYSE,#N/A,United States
4057045,2016,1121943.876,44163,186.1529577,7.327526132,NYSE,#N/A,United States
4057045,2017,1007728.922,704657,168.9969683,118.1715579,NYSE,#N/A,United States
4057045,2018,1344715.098,381534,207.5818304,58.89688175,NYSE,#N/A,United States
4057045,2019,1857939.649,225223.977,293.143,35.535,NYSE,#N/A,United States
4057045,2020,1468975.309,316157,232.433,50.025,NYSE,#N/A,United States
4057045,2021,1580717.599,402350,226.659,57.693,NYSE,#N/A,United States
4057052,2004,1712075.612,5625.861194,256.0419358,0.84135092,NYSE,#N/A,United States
4057052,2005,1718270.428,5888.902782,232.2803185,0.796077376,NYSE,#N/A,United States
